dataset,sample_id,model,step,attention,entropy,drift,phi_a,phi_e,phi_d,fi
HotpotQA,1,facebook/opt-2.7b,8,0.61669921875,1.8978289365768433,55.87980651855469,0.38330078125,0.500571332479778,1.0,0.5785202788679222
HotpotQA,1,facebook/opt-2.7b,9,0.646484375,0.30285510420799255,58.05034255981445,0.353515625,0.9203012883663177,1.0,0.7135117009282113
HotpotQA,1,facebook/opt-2.7b,10,0.73388671875,0.006487431935966015,64.94267272949219,0.26611328125,0.9982927810694826,1.0,0.7058477858743188
HotpotQA,1,facebook/opt-2.7b,11,0.77294921875,0.01098167896270752,70.84294891357422,0.22705078125,0.997110084483498,1.0,0.6898088420692243
HotpotQA,1,facebook/opt-2.7b,12,0.71875,2.0354652404785156,54.65195083618164,0.28125,0.46435125250565373,1.0,0.5250229383769788
HotpotQA,1,facebook/opt-2.7b,13,0.623046875,3.9991204738616943,54.1422233581543,0.376953125,0.0,1.0,0.40078125
HotpotQA,1,facebook/opt-2.7b,14,0.62744140625,4.084469318389893,57.56349563598633,0.37255859375,0.0,1.0,0.3990234375
HotpotQA,1,facebook/opt-2.7b,15,0.63916015625,3.98360013961792,63.27193069458008,0.36083984375,0.0,1.0,0.3943359375
HotpotQA,1,facebook/opt-2.7b,16,0.69677734375,0.12266330420970917,66.02165222167969,0.30322265625,0.9677201831027081,1.0,0.7099911265859478
HotpotQA,1,facebook/opt-2.7b,17,0.59130859375,3.2790207862854004,60.39496612548828,0.40869140625,0.13709979308278933,1.0,0.4614614900789763
HotpotQA,1,facebook/opt-2.7b,18,0.72705078125,1.0709936618804932,64.2311782836914,0.27294921875,0.718159562663028,1.0,0.6105355344320598
HotpotQA,1,facebook/opt-2.7b,19,0.626953125,2.5180797576904297,57.06129837036133,0.373046875,0.337347432186729,1.0,0.5172903512653552
HotpotQA,1,facebook/opt-2.7b,20,0.64990234375,3.425081491470337,61.28485107421875,0.35009765625,0.09866276540254287,1.0,0.42457103039089
HotpotQA,1,facebook/opt-2.7b,21,0.7021484375,0.008671527728438377,66.54107666015625,0.2978515625,0.9977180190188321,1.0,0.7183419316565912
HotpotQA,1,facebook/opt-2.7b,22,0.59521484375,1.8343900442123413,59.21339797973633,0.40478515625,0.5172657778388575,1.0,0.5929570847436001
HotpotQA,1,facebook/opt-2.7b,23,0.71435546875,0.6935666799545288,55.819549560546875,0.28564453125,0.817482452643545,1.0,0.6503766709252408
HotpotQA,1,facebook/opt-2.7b,24,0.62255859375,2.0074949264526367,29.351652145385742,0.37744140625,0.4717118614598324,0.5870330429077149,0.4628339747378701
HotpotQA,2,facebook/opt-2.7b,0,0.64404296875,4.1347551345825195,0.0,0.35595703125,0.0,0.0,0.1423828125
HotpotQA,2,facebook/opt-2.7b,1,0.6669921875,6.342336654663086,55.12104797363281,0.3330078125,0.2684673309326172,1.0,0.47716669082641605
HotpotQA,2,facebook/opt-2.7b,2,0.814453125,4.298681259155273,64.56983184814453,0.185546875,0.0,1.0,0.32421875
HotpotQA,2,facebook/opt-2.7b,3,0.84130859375,2.9143829345703125,59.009437561035156,0.15869140625,0.23305712248149668,1.0,0.39504655536852384
HotpotQA,2,facebook/opt-2.7b,4,0.61328125,4.577586650848389,18.884634017944336,0.38671875,0.0,0.3776926803588867,0.24911067008972168
HotpotQA,2,facebook/opt-2.7b,5,0.71240234375,4.274879455566406,52.119300842285156,0.28759765625,0.0,1.0,0.3650390625
HotpotQA,2,facebook/opt-2.7b,6,0.65673828125,2.524467706680298,55.60542678833008,0.34326171875,0.33566639297886897,1.0,0.5047879250426042
HotpotQA,2,facebook/opt-2.7b,7,0.69580078125,4.031285285949707,62.935787200927734,0.30419921875,0.0,1.0,0.3716796875
HotpotQA,2,facebook/opt-2.7b,8,0.81787109375,3.702106475830078,65.26964569091797,0.18212890625,0.025761453728926763,1.0,0.33186807130512436
HotpotQA,2,facebook/opt-2.7b,9,0.6513671875,4.252841949462891,36.27346420288086,0.3486328125,0.0,0.7254692840576172,0.3208204460144043
HotpotQA,2,facebook/opt-2.7b,10,0.81884765625,2.7407331466674805,67.91143798828125,0.18115234375,0.2787544350875051,1.0,0.42002498978062675
HotpotQA,2,facebook/opt-2.7b,11,0.8193359375,0.2103869616985321,67.06047058105469,0.1806640625,0.9446350100793337,1.0,0.6528878785277668
HotpotQA,2,facebook/opt-2.7b,12,0.787109375,2.9053282737731934,53.23971176147461,0.212890625,0.23543992795442276,1.0,0.417560224784048
HotpotQA,2,facebook/opt-2.7b,13,0.67724609375,5.676687717437744,42.42141342163086,0.32275390625,0.13533754348754884,0.8484282684326172,0.3885767698287964
HotpotQA,2,facebook/opt-2.7b,14,0.76904296875,3.320854425430298,61.69552993774414,0.23095703125,0.12609094067623736,1.0,0.3865146417366831
HotpotQA,2,facebook/opt-2.7b,15,0.697265625,5.313076496124268,56.44550323486328,0.302734375,0.06261529922485351,1.0,0.39300910472869877
HotpotQA,2,facebook/opt-2.7b,16,0.78662109375,1.131413221359253,60.2952766418457,0.21337890625,0.7022596785896703,1.0,0.5811424500063846
HotpotQA,2,facebook/opt-2.7b,17,0.67626953125,5.607703685760498,42.140750885009766,0.32373046875,0.1215407371520996,0.8428150177001953,0.38273519992828364
HotpotQA,2,facebook/opt-2.7b,18,0.8076171875,4.016095161437988,62.783084869384766,0.1923828125,0.0,1.0,0.326953125
HotpotQA,2,facebook/opt-2.7b,19,0.71875,6.261735916137695,54.390689849853516,0.28125,0.2523471832275391,1.0,0.45082151412963867
HotpotQA,2,facebook/opt-2.7b,20,0.82958984375,0.8713685870170593,60.7369384765625,0.17041015625,0.7706924771007738,1.0,0.5879064294852708
HotpotQA,2,facebook/opt-2.7b,21,0.6796875,5.759772300720215,42.64128494262695,0.3203125,0.15195446014404296,0.8528256988525391,0.39451548576354983
HotpotQA,2,facebook/opt-2.7b,22,0.7783203125,2.163003444671631,58.59743881225586,0.2216796875,0.4307885671916761,1.0,0.48944787351708663
HotpotQA,2,facebook/opt-2.7b,23,0.68505859375,5.741270065307617,51.05642318725586,0.31494140625,0.14825401306152344,1.0,0.42786546707153317
HotpotQA,2,facebook/opt-2.7b,24,0.75,2.4116640090942383,61.216060638427734,0.25,0.3653515765541478,1.0,0.47787305179395173
HotpotQA,2,facebook/opt-2.7b,25,0.81787109375,0.7804521918296814,53.51787567138672,0.18212890625,0.794617844255347,1.0,0.6009678079893714
HotpotQA,2,facebook/opt-2.7b,26,0.6552734375,6.537446975708008,46.597652435302734,0.3447265625,0.30748939514160156,0.9319530487060547,0.47850017547607426
HotpotQA,2,facebook/opt-2.7b,27,0.63330078125,7.312699794769287,47.657066345214844,0.36669921875,0.4625399589538574,0.9531413269042969,0.5468540048599243
HotpotQA,2,facebook/opt-2.7b,28,0.74609375,4.631509780883789,69.80042266845703,0.25390625,0.0,1.0,0.3515625
HotpotQA,2,facebook/opt-2.7b,29,0.7919921875,2.758403778076172,57.812461853027344,0.2080078125,0.27410426892732315,1.0,0.4291396191245631
HotpotQA,2,facebook/opt-2.7b,30,0.712890625,3.4568746089935303,59.80458068847656,0.287109375,0.09029615552801831,1.0,0.3964474044348064
HotpotQA,2,facebook/opt-2.7b,31,0.71728515625,4.428096771240234,72.14276885986328,0.28271484375,0.0,1.0,0.3630859375
HotpotQA,2,facebook/opt-2.7b,32,0.810546875,1.751434326171875,51.49877166748047,0.189453125,0.5390962299547697,1.0,0.5144649304841694
HotpotQA,2,facebook/opt-2.7b,33,0.650390625,2.0600192546844482,30.927955627441406,0.349609375,0.457889669819882,0.6185591125488281,0.45474491257416577
HotpotQA,2,facebook/opt-2.7b,34,0.6787109375,1.941558837890625,53.933780670166016,0.3212890625,0.4890634637129934,1.0,0.5496878372995477
HotpotQA,2,facebook/opt-2.7b,35,0.68505859375,4.833052635192871,57.97181701660156,0.31494140625,0.0,1.0,0.3759765625
HotpotQA,2,facebook/opt-2.7b,36,0.85009765625,0.8888000249862671,62.23088455200195,0.14990234375,0.7661052565825612,1.0,0.5780977773038964
HotpotQA,2,facebook/opt-2.7b,37,0.72216796875,0.5606490969657898,49.5821418762207,0.27783203125,0.852460763956371,0.9916428375244141,0.6574047892658333
HotpotQA,2,facebook/opt-2.7b,38,0.71142578125,3.5784969329833984,62.59123229980469,0.28857421875,0.05829028079384247,1.0,0.38583128577784487
HotpotQA,2,facebook/opt-2.7b,39,0.88818359375,0.020744558423757553,66.74251556396484,0.11181640625,0.9945409056779585,1.0,0.6428158794872855
HotpotQA,2,facebook/opt-2.7b,40,0.8681640625,0.6752370595932007,60.10881805419922,0.1318359375,0.8223060369491577,1.0,0.5905414879322052
HotpotQA,2,facebook/opt-2.7b,41,0.68310546875,5.392658233642578,43.97745132446289,0.31689453125,0.07853164672851562,0.8795490264892578,0.3741311454772949
HotpotQA,2,facebook/opt-2.7b,42,0.81591796875,1.149330735206604,60.348426818847656,0.18408203125,0.6975445433666831,1.0,0.5677734026783391
HotpotQA,2,facebook/opt-2.7b,43,0.74658203125,3.2874503135681152,52.516258239746094,0.25341796875,0.13488149642944333,1.0,0.39857571125030516
HotpotQA,2,facebook/opt-2.7b,44,0.783203125,1.3579579591751099,58.39559555053711,0.216796875,0.6426426423223395,1.0,0.5616436748128188
HotpotQA,2,facebook/opt-2.7b,45,0.873046875,0.07967963814735413,59.11956024169922,0.126953125,0.979031674171749,1.0,0.6434423359601121
HotpotQA,2,facebook/opt-2.7b,46,0.7392578125,4.830134391784668,56.053890228271484,0.2607421875,0.0,1.0,0.354296875
HotpotQA,2,facebook/opt-2.7b,47,0.791015625,4.312233924865723,59.49858474731445,0.208984375,0.0,1.0,0.33359375
HotpotQA,2,facebook/opt-2.7b,48,0.74951171875,4.516489028930664,58.661746978759766,0.25048828125,0.0,1.0,0.3501953125
HotpotQA,2,facebook/opt-2.7b,49,0.87646484375,0.3432360291481018,63.22141647338867,0.12353515625,0.9096747291715521,1.0,0.6178002177100432
HotpotQA,2,facebook/opt-2.7b,50,0.759765625,3.7214345932006836,57.85968017578125,0.240234375,0.02067510705245164,1.0,0.35333003746835806
HotpotQA,2,facebook/opt-2.7b,51,0.716796875,2.7143895626068115,64.61280059814453,0.283203125,0.28568695720873377,1.0,0.4632716850230568
HotpotQA,2,facebook/opt-2.7b,52,0.8154296875,4.658185958862305,63.93904113769531,0.1845703125,0.0,1.0,0.323828125
HotpotQA,2,facebook/opt-2.7b,53,0.81884765625,2.3398241996765137,66.09471130371094,0.18115234375,0.38425678955881215,1.0,0.4569508138455842
HotpotQA,2,facebook/opt-2.7b,54,0.873046875,0.056245673447847366,66.19283294677734,0.126953125,0.9851985069874086,1.0,0.645600727445593
HotpotQA,2,facebook/opt-2.7b,55,0.85888671875,2.2615349292755127,62.965763092041016,0.14111328125,0.40485922913802297,1.0,0.44814604269830804
HotpotQA,2,facebook/opt-2.7b,56,0.65966796875,5.524406433105469,50.95346450805664,0.34033203125,0.10488128662109375,1.0,0.4228412628173828
HotpotQA,2,facebook/opt-2.7b,57,0.68798828125,4.153365612030029,57.04241943359375,0.31201171875,0.0,1.0,0.3748046875
HotpotQA,2,facebook/opt-2.7b,58,0.84521484375,1.4361307621002197,60.22908020019531,0.15478515625,0.6220708520788896,1.0,0.5296388607276113
HotpotQA,2,facebook/opt-2.7b,59,0.6806640625,6.962021350860596,49.80518341064453,0.3193359375,0.39240427017211915,0.9961036682128906,0.5141017866134644
HotpotQA,2,facebook/opt-2.7b,60,0.8359375,2.093801975250244,68.51721954345703,0.1640625,0.4489994801973041,1.0,0.4727748180690564
HotpotQA,2,facebook/opt-2.7b,61,0.6923828125,2.8206095695495605,65.04824829101562,0.3076171875,0.2577343238027472,1.0,0.4632538883309615
HotpotQA,2,facebook/opt-2.7b,62,0.84814453125,1.4613637924194336,65.06451416015625,0.15185546875,0.6154305809422543,1.0,0.5261428908297889
HotpotQA,2,facebook/opt-2.7b,63,0.779296875,1.3227297067642212,53.200130462646484,0.220703125,0.651913235062047,1.0,0.5664508822717165
HotpotQA,3,facebook/opt-2.7b,0,0.62109375,2.9923512935638428,0.0,0.37890625,0.21253913327267293,0.0,0.22595119664543553
HotpotQA,3,facebook/opt-2.7b,1,0.61279296875,2.7263731956481934,51.62076187133789,0.38720703125,0.28253336956626485,1.0,0.5037694918481928
HotpotQA,3,facebook/opt-2.7b,2,0.71240234375,1.1281251907348633,59.54407501220703,0.28759765625,0.7031249498066149,1.0,0.6111327949323152
HotpotQA,3,facebook/opt-2.7b,3,0.65185546875,2.796478748321533,58.07528305053711,0.34814453125,0.26408453991538594,1.0,0.4816874014703851
HotpotQA,3,facebook/opt-2.7b,4,0.58984375,2.9729976654052734,53.048160552978516,0.41015625,0.2176321933144017,1.0,0.49023376766004056
HotpotQA,3,facebook/opt-2.7b,5,0.5400390625,4.497058868408203,58.265953063964844,0.4599609375,0.0,1.0,0.433984375
HotpotQA,3,facebook/opt-2.7b,6,0.52685546875,6.243725776672363,57.7698974609375,0.47314453125,0.24874515533447267,1.0,0.5263186168670655
HotpotQA,3,facebook/opt-2.7b,7,0.7177734375,0.39220738410949707,66.31314849853516,0.2822265625,0.8967875304975008,1.0,0.6767662606741253
HotpotQA,3,facebook/opt-2.7b,8,0.662109375,0.3244146704673767,55.480438232421875,0.337890625,0.9146277182980588,1.0,0.7052759514043205
HotpotQA,3,facebook/opt-2.7b,9,0.63818359375,3.84665584564209,58.46255874633789,0.36181640625,0.0,1.0,0.39472656250000004
HotpotQA,3,facebook/opt-2.7b,10,0.70068359375,2.5997490882873535,58.81478500366211,0.29931640625,0.31585550308227534,1.0,0.4802759885787964
HotpotQA,3,facebook/opt-2.7b,11,0.6015625,2.8449301719665527,28.625734329223633,0.3984375,0.2513341652719598,0.5725146865844727,0.39047062949130407
HotpotQA,3,facebook/opt-2.7b,12,0.55322265625,1.979831337928772,53.406097412109375,0.44677734375,0.47899175317663895,1.0,0.5963580511118236
HotpotQA,3,facebook/opt-2.7b,13,0.71142578125,0.044868990778923035,63.7264404296875,0.28857421875,0.9881923708476519,1.0,0.7112970172966782
HotpotQA,3,facebook/opt-2.7b,14,0.63330078125,0.7492748498916626,55.83838653564453,0.36669921875,0.8028224079232467,1.0,0.6776675302731363
HotpotQA,3,facebook/opt-2.7b,15,0.68701171875,2.0264577865600586,59.210418701171875,0.31298828125,0.466721635115774,1.0,0.538547884790521
HotpotQA,3,facebook/opt-2.7b,16,0.650390625,2.5660901069641113,60.053932189941406,0.349609375,0.32471312974628647,1.0,0.5034933454112003
HotpotQA,3,facebook/opt-2.7b,17,0.68505859375,2.8691534996032715,60.68482971191406,0.31494140625,0.2449596053675601,1.0,0.461712424378646
HotpotQA,3,facebook/opt-2.7b,18,0.5693359375,2.593916654586792,52.65560531616211,0.4306640625,0.3173903540561073,1.0,0.5333522489196376
HotpotQA,3,facebook/opt-2.7b,19,0.50927734375,4.987210273742676,55.934120178222656,0.49072265625,0.0,1.0,0.4462890625
HotpotQA,3,facebook/opt-2.7b,20,0.6318359375,1.0576891899108887,54.290504455566406,0.3681640625,0.7216607394971345,1.0,0.649846883823997
HotpotQA,3,facebook/opt-2.7b,21,0.5693359375,5.081237316131592,50.25240707397461,0.4306640625,0.01624746322631836,1.0,0.42795223712921143
HotpotQA,3,facebook/opt-2.7b,22,0.70751953125,0.3067017197608948,66.17652130126953,0.29248046875,0.919289021115554,1.0,0.6887433448904439
HotpotQA,3,facebook/opt-2.7b,23,0.64501953125,0.4135233163833618,54.776554107666016,0.35498046875,0.8911780746359574,1.0,0.7039045136225851
HotpotQA,3,facebook/opt-2.7b,24,0.6611328125,3.1877670288085938,56.85986328125,0.3388671875,0.16111393978721214,1.0,0.44193675392552423
HotpotQA,3,facebook/opt-2.7b,25,0.6943359375,2.095747947692871,55.85356903076172,0.3056640625,0.4484873821860865,1.0,0.5292362087651303
HotpotQA,3,facebook/opt-2.7b,26,0.57958984375,2.8575496673583984,28.588823318481445,0.42041015625,0.24801324543200037,0.5717764663696289,0.3979128149936073
HotpotQA,3,facebook/opt-2.7b,27,0.63671875,0.7730281352996826,52.855499267578125,0.36328125,0.7965715433421888,1.0,0.6741125401697661
HotpotQA,3,facebook/opt-2.7b,28,0.62939453125,3.7977654933929443,56.522621154785156,0.37060546875,0.0005880280544882859,1.0,0.3984479973190709
HotpotQA,3,facebook/opt-2.7b,29,0.7060546875,0.0770338773727417,57.19501876831055,0.2939453125,0.9797279270071733,1.0,0.7104828994525106
HotpotQA,3,facebook/opt-2.7b,30,0.654296875,3.287761926651001,34.08705139160156,0.345703125,0.13479949298657865,0.6817410278320313,0.35589632950331035
HotpotQA,3,facebook/opt-2.7b,31,0.7177734375,2.8364474773406982,62.57917022705078,0.2822265625,0.25356645333139516,1.0,0.4516388836659883
HotpotQA,3,facebook/opt-2.7b,32,0.5927734375,1.917492151260376,50.1427116394043,0.4072265625,0.495396802299901,1.0,0.5862795058049654
HotpotQA,3,facebook/opt-2.7b,33,0.53515625,6.0076494216918945,61.5152587890625,0.46484375,0.2015298843383789,1.0,0.5064729595184326
